#  121 1000 0.1 2 2
1 1.26252 1.1177 1.1333 1.18426 1.23799 1.2877 1.33284 1.37389 1.41121 1.44497 1.4752 1.50188 1.525 1.54461 1.56077 1.5736 1.5833 1.59007 1.5942 1.59598 1.59577 1.59393 1.59086 1.58698 1.58269 1.57842 1.57458 1.57155 1.56972 1.56944 1.571 1.5747 1.58075 1.58934 1.60059 1.61458 1.63132 1.65078 1.67286 1.69741 1.72424 1.75308 1.78366 1.81563 1.84863 1.88227 1.91612 1.94975 1.98274 2.01464 2.04502 2.07347 2.0996 2.12304 2.14346 2.16059 2.17416 2.184 2.18996 2.19196 2.18996 2.184 2.17416 2.16059 2.14346 2.12304 2.0996 2.07347 2.04502 2.01464 1.98274 1.94975 1.91612 1.88226 1.84863 1.81563 1.78366 1.75308 1.72424 1.69741 1.67286 1.65078 1.63132 1.61458 1.60059 1.58934 1.58075 1.5747 1.571 1.56943 1.56972 1.57155 1.57457 1.57842 1.58269 1.58698 1.59086 1.59393 1.59577 1.59598 1.5942 1.59007 1.5833 1.57361 1.56077 1.54461 1.52501 1.50188 1.4752 1.44498 1.41121 1.37389 1.33284 1.2877 1.23799 1.18426 1.1333 1.1177 1.26252 1
1 1.29742 1.14192 1.13982 1.18004 1.22965 1.27867 1.3243 1.36597 1.40372 1.43771 1.46806 1.49482 1.51806 1.53784 1.55426 1.56745 1.57759 1.58489 1.58961 1.59207 1.59258 1.59152 1.58925 1.58618 1.5827 1.57923 1.57615 1.57386 1.57271 1.57303 1.57513 1.57927 1.58567 1.59451 1.6059 1.61993 1.63659 1.65586 1.67765 1.70181 1.72815 1.75643 1.78635 1.81761 1.84984 1.88266 1.91567 1.94845 1.98059 2.01165 2.04122 2.06891 2.09433 2.11713 2.13699 2.15364 2.16684 2.17641 2.1822 2.18414 2.1822 2.17641 2.16684 2.15364 2.13699 2.11713 2.09433 2.06891 2.04122 2.01165 1.98059 1.94845 1.91567 1.88266 1.84984 1.81761 1.78635 1.75642 1.72815 1.70181 1.67765 1.65586 1.63659 1.61992 1.6059 1.59451 1.58567 1.57927 1.57513 1.57303 1.57271 1.57386 1.57615 1.57923 1.5827 1.58618 1.58925 1.59152 1.59258 1.59207 1.58962 1.58489 1.57759 1.56745 1.55426 1.53784 1.51806 1.49482 1.46806 1.43772 1.40372 1.36597 1.3243 1.27867 1.22965 1.18004 1.13982 1.14192 1.29742 1
1 1.30659 1.1524 1.14591 1.18055 1.22592 1.27253 1.31711 1.35849 1.39628 1.4304 1.46089 1.4878 1.51122 1.53121 1.54792 1.56146 1.57203 1.57985 1.58516 1.58827 1.58948 1.58916 1.58766 1.58537 1.58268 1.57998 1.57765 1.57606 1.57556 1.57647 1.57908 1.58365 1.59039 1.59947 1.611 1.62505 1.64165 1.66074 1.68225 1.70603 1.7319 1.75962 1.78891 1.81948 1.85096 1.883 1.91519 1.94715 1.97846 2.00872 2.03751 2.06446 2.08919 2.11137 2.13069 2.14688 2.15972 2.16902 2.17465 2.17654 2.17465 2.16902 2.15972 2.14688 2.13069 2.11137 2.08919 2.06446 2.03751 2.00872 1.97846 1.94715 1.91519 1.883 1.85096 1.81947 1.78891 1.75962 1.7319 1.70603 1.68225 1.66074 1.64165 1.62505 1.611 1.59947 1.59039 1.58365 1.57908 1.57647 1.57556 1.57606 1.57765 1.57998 1.58268 1.58537 1.58766 1.58916 1.58948 1.58827 1.58516 1.57985 1.57204 1.56146 1.54792 1.53122 1.51122 1.48781 1.46089 1.43041 1.39628 1.35849 1.31711 1.27253 1.22592 1.18055 1.14591 1.1524 1.30659 1
1 1.30983 1.1568 1.14911 1.18118 1.22379 1.26819 1.31131 1.35188 1.3893 1.42332 1.45385 1.48088 1.50447 1.52471 1.54171 1.55562 1.56663 1.57495 1.58083 1.58456 1.58646 1.58685 1.5861 1.58457 1.58264 1.58069 1.57907 1.57816 1.57829 1.57977 1.58288 1.58786 1.59492 1.60423 1.61589 1.62998 1.6465 1.66542 1.68665 1.71007 1.73548 1.76266 1.79135 1.82124 1.85201 1.88328 1.9147 1.94586 1.97637 2.00584 2.03388 2.06011 2.08418 2.10576 2.12456 2.14031 2.15279 2.16184 2.16731 2.16915 2.16732 2.16184 2.15279 2.14031 2.12456 2.10576 2.08418 2.06011 2.03388 2.00584 1.97637 1.94586 1.91469 1.88328 1.85201 1.82124 1.79135 1.76266 1.73548 1.71007 1.68665 1.66542 1.6465 1.62998 1.61589 1.60423 1.59492 1.58786 1.58287 1.57977 1.57829 1.57816 1.57907 1.58068 1.58264 1.58457 1.5861 1.58685 1.58646 1.58456 1.58083 1.57495 1.56663 1.55562 1.54171 1.52471 1.50448 1.48088 1.45385 1.42332 1.3893 1.35188 1.31131 1.26819 1.22379 1.18118 1.14911 1.1568 1.30983 1
1 1.31111 1.1586 1.15038 1.18108 1.22195 1.26467 1.30644 1.34605 1.3829 1.41663 1.44706 1.47414 1.49788 1.51834 1.53563 1.54991 1.56135 1.57017 1.57661 1.58096 1.58351 1.5846 1.58457 1.58377 1.58257 1.58134 1.58042 1.58017 1.5809 1.58292 1.58651 1.59189 1.59927 1.6088 1.62059 1.6347 1.65115 1.6699 1.69087 1.71393 1.7389 1.76557 1.79367 1.82291 1.85298 1.88352 1.91417 1.94456 1.9743 2.00302 2.03032 2.05586 2.07929 2.1003 2.11858 2.13391 2.14605 2.15485 2.16018 2.16196 2.16018 2.15485 2.14605 2.13391 2.11859 2.1003 2.07929 2.05586 2.03032 2.00301 1.9743 1.94456 1.91417 1.88352 1.85298 1.82291 1.79367 1.76557 1.7389 1.71393 1.69087 1.6699 1.65115 1.6347 1.62059 1.6088 1.59927 1.59189 1.58651 1.58292 1.5809 1.58016 1.58042 1.58133 1.58257 1.58377 1.58457 1.5846 1.58351 1.58096 1.57661 1.57017 1.56135 1.54991 1.53564 1.51834 1.49788 1.47414 1.44706 1.41663 1.3829 1.34606 1.30644 1.26467 1.22196 1.18108 1.15038 1.1586 1.31111 1
1 1.31155 1.15916 1.15052 1.18034 1.22002 1.26148 1.30211 1.34081 1.37701 1.41034 1.44059 1.46764 1.49147 1.51213 1.52971 1.54434 1.5562 1.56551 1.57249 1.57744 1.58063 1.58239 1.58305 1.58297 1.58248 1.58194 1.58169 1.58207 1.58339 1.58594 1.58999 1.59576 1.60344 1.61318 1.62509 1.63923 1.65561 1.6742 1.69492 1.71763 1.74218 1.76834 1.79587 1.82448 1.85387 1.88371 1.91362 1.94327 1.97226 2.00024 2.02684 2.05172 2.07453 2.09497 2.11277 2.12768 2.13949 2.14805 2.15323 2.15497 2.15324 2.14805 2.13949 2.12768 2.11277 2.09497 2.07453 2.05172 2.02685 2.00024 1.97226 1.94327 1.91362 1.8837 1.85387 1.82448 1.79587 1.76834 1.74217 1.71763 1.69492 1.6742 1.65561 1.63923 1.62509 1.61318 1.60344 1.59576 1.58999 1.58594 1.58339 1.58207 1.58169 1.58194 1.58248 1.58297 1.58305 1.58239 1.58063 1.57744 1.57249 1.56551 1.5562 1.54434 1.52971 1.51213 1.49148 1.46764 1.44059 1.41035 1.37702 1.34081 1.30211 1.26148 1.22002 1.18034 1.15053 1.15916 1.31155 1
1 1.31159 1.15906 1.15002 1.17914 1.21792 1.2584 1.29808 1.33598 1.37155 1.40444 1.43444 1.46141 1.48529 1.50611 1.52394 1.53891 1.55118 1.56096 1.56848 1.574 1.57781 1.58023 1.58157 1.58216 1.58236 1.58249 1.58289 1.58388 1.58577 1.58883 1.59332 1.59946 1.60743 1.61738 1.62941 1.64358 1.65989 1.67832 1.69879 1.72117 1.7453 1.77098 1.79796 1.82596 1.8547 1.88385 1.91305 1.94198 1.97025 1.99752 2.02344 2.04767 2.06988 2.08978 2.1071 2.12161 2.13311 2.14144 2.14648 2.14817 2.14648 2.14144 2.13311 2.12161 2.1071 2.08978 2.06988 2.04767 2.02344 1.99752 1.97025 1.94197 1.91305 1.88384 1.8547 1.82596 1.79795 1.77097 1.7453 1.72117 1.69879 1.67832 1.65989 1.64357 1.62941 1.61738 1.60743 1.59946 1.59332 1.58883 1.58577 1.58388 1.58289 1.58249 1.58236 1.58216 1.58157 1.58023 1.57781 1.574 1.56848 1.56096 1.55118 1.53891 1.52394 1.50611 1.48529 1.46141 1.43444 1.40445 1.37155 1.33598 1.29808 1.2584 1.21792 1.17914 1.15002 1.15906 1.31159 1
1 1.31141 1.1586 1.14912 1.17764 1.21568 1.25535 1.29424 1.33142 1.36641 1.39887 1.4286 1.45544 1.47934 1.50028 1.51834 1.53363 1.54629 1.55652 1.56456 1.57064 1.57506 1.57811 1.5801 1.58136 1.58221 1.58299 1.58402 1.5856 1.58804 1.59159 1.59651 1.60301 1.61126 1.62141 1.63355 1.64774 1.66399 1.68227 1.70249 1.72455 1.74828 1.77349 1.79993 1.82736 1.85546 1.88394 1.91246 1.94069 1.96826 1.99485 2.02011 2.04371 2.06534 2.08472 2.10158 2.11571 2.1269 2.135 2.13991 2.14155 2.13991 2.135 2.1269 2.11571 2.10159 2.08472 2.06534 2.04371 2.02011 1.99485 1.96826 1.94068 1.91246 1.88394 1.85546 1.82735 1.79993 1.77349 1.74828 1.72455 1.70249 1.68226 1.66399 1.64774 1.63355 1.62141 1.61126 1.60301 1.59651 1.59159 1.58804 1.5856 1.58402 1.58299 1.58221 1.58136 1.5801 1.57811 1.57506 1.57064 1.56456 1.55653 1.54629 1.53363 1.51835 1.50029 1.47934 1.45544 1.4286 1.39888 1.36641 1.33142 1.29424 1.25535 1.21568 1.17764 1.14912 1.1586 1.31141 1
1 1.3111 1.15793 1.14799 1.17594 1.21334 1.25231 1.29052 1.32707 1.36153 1.39358 1.42303 1.44974 1.47361 1.49466 1.51292 1.5285 1.54153 1.55221 1.56073 1.56736 1.57236 1.57602 1.57865 1.58055 1.58204 1.58345 1.58508 1.58724 1.5902 1.59423 1.59957 1.60641 1.61493 1.62527 1.63752 1.65173 1.66792 1.68604 1.70604 1.72778 1.75113 1.77588 1.80181 1.82866 1.85616 1.88399 1.91185 1.9394 1.9663 1.99223 2.01684 2.03984 2.06091 2.07978 2.09621 2.10995 2.12085 2.12873 2.13351 2.13511 2.13351 2.12874 2.12085 2.10996 2.09621 2.07979 2.06091 2.03984 2.01685 1.99223 1.9663 1.9394 1.91185 1.88399 1.85616 1.82866 1.80181 1.77588 1.75113 1.72778 1.70603 1.68604 1.66791 1.65173 1.63752 1.62527 1.61493 1.60641 1.59956 1.59423 1.5902 1.58724 1.58508 1.58345 1.58204 1.58055 1.57865 1.57602 1.57236 1.56736 1.56074 1.55221 1.54154 1.5285 1.51293 1.49466 1.47362 1.44974 1.42304 1.39359 1.36153 1.32707 1.29052 1.25232 1.21334 1.17594 1.14799 1.15793 1.3111 1
1 1.31071 1.15712 1.14671 1.17413 1.21093 1.2493 1.28689 1.32289 1.35686 1.38853 1.41772 1.44427 1.46812 1.48924 1.50769 1.52353 1.53691 1.548 1.55701 1.56416 1.56973 1.57398 1.57721 1.57973 1.58185 1.58386 1.58608 1.58879 1.59226 1.59675 1.60248 1.60966 1.61845 1.62897 1.64132 1.65555 1.67168 1.68966 1.70943 1.73087 1.75384 1.77815 1.80358 1.82988 1.85679 1.884 1.91122 1.93811 1.96436 1.98965 2.01365 2.03606 2.05659 2.07497 2.09096 2.10435 2.11496 2.12263 2.12728 2.12884 2.12728 2.12264 2.11496 2.10435 2.09097 2.07497 2.05659 2.03606 2.01365 1.98965 1.96436 1.93811 1.91121 1.884 1.85679 1.82988 1.80358 1.77815 1.75384 1.73087 1.70942 1.68965 1.67167 1.65555 1.64132 1.62897 1.61844 1.60966 1.60248 1.59675 1.59226 1.58879 1.58608 1.58386 1.58185 1.57973 1.57721 1.57398 1.56973 1.56416 1.55701 1.54801 1.53692 1.52354 1.50769 1.48925 1.46812 1.44427 1.41772 1.38854 1.35686 1.32289 1.28689 1.2493 1.21094 1.17413 1.14672 1.15712 1.31071 1
